sex,age,race,priors_count,days_b_screening_arrest,c_charge_degree,label,jailtime
1,23,0,0,-1.0,1,1,2
1,46,0,3,-1.0,1,1,2
1,25,0,21,0.0,1,0,117
1,35,0,5,0.0,1,1,0
1,34,0,12,-63.0,1,1,61
0,30,0,0,0.0,0,1,-1
1,47,1,1,-1.0,1,1,1
1,30,1,4,-25.0,1,1,3
1,47,0,1,-23.0,1,1,1
1,42,0,33,200.0,1,0,0
1,39,0,1,-1.0,1,0,0
1,50,1,11,-31.0,1,0,26
1,30,0,2,-1.0,0,0,5
1,24,1,1,-1.0,1,1,0
1,45,1,3,-1.0,1,1,1
1,26,1,2,-1.0,1,0,0
1,39,1,3,0.0,1,1,0
1,40,1,1,-1.0,1,1,41
1,24,0,0,-1.0,1,1,0
1,23,0,1,-1.0,1,1,0
1,61,1,0,0.0,0,1,-1
1,42,1,3,0.0,1,0,-1
1,38,0,3,0.0,1,0,4
1,67,1,0,-1.0,1,0,24
1,23,1,2,-20.0,1,1,7
1,31,1,1,0.0,1,0,0
1,40,0,15,-1.0,1,1,54
1,44,0,0,-1.0,1,1,3
1,37,0,10,-1.0,1,0,0
0,22,0,3,-2.0,0,1,1
1,31,1,6,0.0,0,0,0
1,28,0,9,-1.0,1,0,53
1,24,0,5,-1.0,0,1,5
1,33,1,9,0.0,1,1,0
0,30,0,10,0.0,1,0,0
1,31,0,5,-1.0,1,1,1
1,56,1,7,-38.0,1,1,9
1,67,0,2,67.0,1,1,98
1,35,0,0,-1.0,1,0,1
1,57,0,23,-1.0,1,0,30
0,39,1,8,-1.0,1,0,31
1,65,1,3,-1.0,1,1,23
0,22,1,0,-1.0,0,1,1
0,35,0,2,-15.0,1,1,14
1,29,0,2,-1.0,0,0,2
1,37,1,2,489.0,0,0,14
1,62,0,13,-1.0,1,0,1
1,22,0,5,-91.0,0,0,1
1,31,0,6,-39.0,0,1,19
1,22,0,0,-4.0,0,0,0
1,31,0,8,-1.0,1,0,13
0,56,0,1,-1.0,1,1,1
1,25,1,2,-29.0,1,1,29
1,33,1,10,0.0,0,1,1
1,25,1,2,-1.0,1,1,2
0,27,0,3,-1.0,1,1,0
1,37,0,1,-1.0,1,1,3
1,41,1,2,-3.0,0,1,1
1,35,0,5,-19.0,1,1,6
1,25,0,1,0.0,0,0,0
1,55,1,0,0.0,0,1,2
1,26,0,2,0.0,1,0,3
1,35,0,7,-1.0,1,1,195
1,50,1,3,0.0,0,0,25
1,25,0,3,-1.0,1,0,2
0,65,1,1,-1.0,0,0,1
0,31,0,0,0.0,1,0,0
0,24,0,0,-1.0,0,1,0
1,34,0,6,-1.0,1,0,13
1,24,0,3,-1.0,0,0,3
0,30,0,4,-1.0,1,1,1
0,35,0,0,0.0,0,1,0
1,30,0,14,27.0,1,0,22
1,24,1,1,-8.0,0,1,2
1,51,1,3,-13.0,1,0,13
0,28,0,3,-1.0,1,1,1
0,27,0,4,-1.0,1,0,0
1,50,0,5,-91.0,1,1,91
1,22,1,2,-1.0,1,0,0
1,29,0,2,-1.0,1,0,0
1,31,0,0,-1.0,1,1,2
1,31,1,0,-1.0,0,1,0
0,32,0,3,-1.0,1,1,30
1,27,0,1,-1.0,1,0,1
1,29,1,6,-3.0,1,0,0
1,59,0,3,-8.0,1,1,8
1,24,0,1,-1.0,0,0,0
0,27,1,1,-66.0,1,1,0
1,33,0,0,-1.0,1,1,141
0,35,0,0,-1.0,0,1,0
1,28,1,9,-8.0,1,0,8
0,40,0,0,-4.0,1,1,4
1,45,0,0,-1.0,0,1,1
1,24,0,9,-7.0,0,0,4
1,31,0,16,-1.0,1,0,52
1,25,0,0,-1.0,0,1,4
1,24,0,0,-1.0,1,1,1
1,23,0,6,-1.0,0,1,34
1,23,0,7,-1.0,1,0,1
1,48,0,0,-1.0,0,1,-1
1,24,0,3,252.0,1,0,49
1,62,1,0,-1.0,1,1,0
0,25,0,4,0.0,1,0,0
1,25,0,1,-1.0,1,1,1
1,49,0,1,-1.0,0,1,10
1,50,1,0,0.0,1,0,35
1,47,0,3,-1.0,1,0,39
1,37,0,14,-1.0,1,1,1
1,26,1,0,0.0,0,1,1
1,28,0,21,-1.0,1,1,1
0,26,0,3,-1.0,1,0,0
1,48,0,4,-1.0,1,1,1
1,25,0,1,-80.0,1,1,1
1,20,0,1,0.0,1,0,0
1,34,0,9,-1.0,1,0,17
1,26,0,1,-1.0,0,1,1
1,46,0,9,-1.0,1,0,115
1,21,0,0,0.0,1,0,6
0,27,1,2,-1.0,1,0,62
1,21,0,3,0.0,0,0,17
1,29,1,1,-1.0,1,1,14
1,46,1,4,0.0,1,1,1
1,24,0,0,0.0,1,1,0
0,51,0,2,0.0,0,1,0
1,57,0,8,0.0,0,0,-1
1,33,0,4,-1.0,1,0,1
1,23,0,4,-1.0,1,0,143
1,29,0,5,0.0,1,1,1
1,22,1,0,0.0,0,0,9
1,56,0,10,-1.0,0,0,13
0,33,1,1,-5.0,0,0,4
1,27,0,0,-1.0,1,0,1
1,31,0,1,-75.0,0,1,3
1,40,0,3,-1.0,1,0,0
1,48,0,0,-1.0,0,1,0
1,32,0,10,-1.0,1,0,3
1,68,0,1,-37.0,1,1,26
1,24,0,1,-1.0,0,1,1
1,32,0,1,-1.0,1,1,0
1,19,0,2,-6.0,1,0,0
1,23,0,6,-1.0,1,0,1
1,39,1,17,-1.0,1,0,181
1,25,0,1,-1.0,1,1,0
1,42,0,6,-1.0,1,0,0
1,29,1,1,-1.0,0,1,43
1,38,1,2,-1.0,0,1,1
1,32,1,10,-1.0,1,0,6
1,23,1,4,-1.0,0,0,0
1,58,0,10,-3.0,1,0,1
1,42,0,9,0.0,1,0,0
1,52,0,3,-1.0,1,1,13
1,26,1,1,0.0,1,0,8
1,27,1,1,0.0,1,1,1
1,33,1,1,-1.0,1,1,0
1,33,0,2,0.0,1,0,-1
1,23,0,0,-1.0,0,0,1
1,25,0,4,-1.0,1,0,19
1,32,0,0,-1.0,1,0,5
1,34,0,14,-1.0,1,0,40
0,29,1,0,-1.0,0,1,1
1,38,0,19,-4.0,1,0,0
1,29,1,0,-1.0,0,1,0
1,27,0,6,-1.0,1,0,34
1,25,1,0,0.0,0,0,1
0,31,1,2,-1.0,1,0,1
1,30,0,8,0.0,1,0,64
1,41,0,0,-1.0,1,1,0
1,59,0,8,-1.0,1,1,5
1,21,1,1,-1.0,0,0,0
0,33,0,6,-51.0,0,0,-1
1,27,0,6,-1.0,1,0,39
1,30,0,0,-1.0,1,1,1
1,43,1,4,-1.0,1,1,47
0,24,1,2,-2.0,1,1,0
1,45,0,13,-1.0,0,0,6
1,23,1,0,0.0,1,0,18
0,40,1,5,16.0,1,1,55
0,23,0,0,-1.0,1,1,2
1,39,0,3,-1.0,1,1,1
0,26,0,5,-1.0,1,0,33
0,26,1,0,-2.0,0,1,0
1,21,0,0,0.0,0,1,1
1,30,1,3,-1.0,1,1,65
1,44,1,0,0.0,1,1,11
1,21,0,1,-21.0,1,0,20
1,23,0,0,-1.0,0,1,1
0,49,0,1,-1.0,1,1,0
1,23,0,3,-1.0,1,0,53
1,24,0,1,-1.0,1,0,75
0,21,0,1,-1.0,1,0,0
0,37,1,7,-30.0,1,0,6
1,28,1,2,-1.0,1,0,10
1,42,1,2,-43.0,0,1,40
1,23,0,7,0.0,1,0,9
0,24,0,2,-1.0,1,0,1
1,31,1,0,0.0,1,1,-1
1,24,0,2,-1.0,0,0,506
1,25,0,1,-1.0,1,1,0
1,33,0,1,-1.0,0,0,1
1,26,0,24,-1.0,0,0,85
1,27,0,1,-1.0,1,1,5
1,26,1,3,-123.0,0,1,1
1,46,1,0,-1.0,1,1,1
0,38,1,1,-1.0,0,0,1
0,24,0,0,-1.0,0,1,0
0,38,0,0,-1.0,0,1,1
1,27,0,7,-1.0,1,0,4
1,48,0,6,-1.0,1,1,1
0,31,1,2,-28.0,1,0,27
1,28,0,5,-1.0,0,0,51
1,30,0,7,-1.0,1,1,1
1,25,1,6,-1.0,0,0,1
1,27,0,8,53.0,1,0,27
1,55,1,0,0.0,0,1,1
1,40,0,5,0.0,1,0,30
1,21,0,0,-1.0,1,0,1
1,50,1,26,-92.0,1,0,1
1,28,0,10,-1.0,1,0,243
1,20,0,2,-16.0,1,0,0
1,33,0,9,72.0,0,0,54
1,31,0,10,-1.0,1,0,4
0,57,0,0,-1.0,0,1,77
1,25,0,0,-1.0,0,1,7
1,22,0,7,-11.0,1,0,11
1,31,0,3,-1.0,1,0,15
1,43,0,7,0.0,1,1,0
0,25,1,0,-1.0,0,1,0
1,39,0,1,-1.0,0,1,0
1,40,0,1,-1.0,1,1,1
1,20,0,0,-1.0,1,0,2
1,35,0,2,-1.0,0,1,0
1,34,0,1,-1.0,0,0,1
1,27,1,18,-1.0,1,0,178
1,37,0,1,-159.0,1,0,155
0,38,0,3,0.0,1,0,0
1,21,1,0,-1.0,1,0,0
1,25,0,0,-1.0,0,0,1
1,53,0,6,-1.0,0,0,8
0,50,0,4,-1.0,1,1,13
0,23,1,1,0.0,0,1,1
1,27,0,2,165.0,1,0,24
1,22,0,0,-1.0,1,0,6
1,27,1,0,0.0,0,0,0
1,29,0,5,0.0,1,0,0
1,38,0,1,-1.0,0,1,3
0,54,1,2,-3.0,1,1,0
1,26,0,1,0.0,1,0,57
1,37,0,23,-1.0,1,0,1
1,36,0,25,0.0,0,0,0
1,28,0,18,-1.0,1,0,12
1,49,0,1,-1.0,0,1,1
1,36,0,11,-1.0,1,1,0
0,41,1,0,-1.0,1,1,1
1,26,0,9,0.0,1,0,0
1,40,1,9,-1.0,1,1,0
1,29,1,8,-54.0,0,1,-1
1,21,0,7,-1.0,1,0,10
1,22,0,0,-1.0,1,0,1
1,33,1,0,-1.0,1,1,0
1,26,0,7,-19.0,1,1,19
0,27,0,0,-1.0,0,0,3
1,35,0,1,-1.0,1,1,0
1,27,0,3,-1.0,0,1,1
1,37,0,3,-1.0,0,0,2
0,31,0,3,-1.0,1,1,61
1,36,0,26,-1.0,1,0,0
0,32,0,0,-1.0,0,1,2
1,50,1,1,-1.0,1,1,0
1,52,1,1,-1.0,1,1,0
1,24,0,1,-1.0,0,1,2
1,38,0,0,0.0,1,1,1
1,54,0,11,-1.0,1,1,1
1,71,1,13,-1.0,1,1,0
1,27,0,9,-1.0,1,0,0
0,39,1,1,-1.0,1,1,39
1,34,0,1,0.0,0,0,-1
1,23,0,0,-1.0,0,0,4
1,46,0,8,261.0,0,0,0
0,36,0,5,0.0,1,0,0
1,55,0,0,-1.0,1,1,0
1,27,1,0,0.0,1,1,8
1,23,0,2,0.0,1,0,0
1,20,0,1,-1.0,1,0,0
0,31,0,10,-3.0,1,1,1
1,24,1,8,0.0,1,1,37
0,37,1,2,-1.0,1,0,1
1,25,0,0,-41.0,0,0,33
1,26,1,0,-1.0,1,1,0
1,33,0,3,-51.0,0,1,0
1,29,1,0,-1.0,1,1,0
1,41,0,4,0.0,0,0,-1
1,37,0,0,-1.0,1,0,0
1,46,1,2,-1.0,1,1,0
0,56,1,10,-1.0,1,0,41
1,23,0,0,-1.0,1,0,0
0,23,0,1,-2.0,1,0,1
1,25,0,0,0.0,1,0,-1
1,24,0,1,-1.0,1,0,1
1,35,0,27,-103.0,1,1,1
1,26,0,1,-24.0,0,0,0
1,24,1,2,-1.0,1,0,10
1,23,0,0,-1.0,1,0,14
1,43,1,2,-26.0,1,1,1
0,53,1,0,-2.0,0,1,0
1,24,0,1,-1.0,1,0,57
1,28,0,0,0.0,1,1,0
1,21,1,1,-1.0,1,1,1
1,31,0,0,-1.0,0,1,9
1,33,1,3,0.0,1,0,1
0,35,0,1,-1.0,1,1,1
1,55,1,3,0.0,0,1,1
1,50,0,9,-1.0,0,0,28
1,28,0,0,-2.0,0,1,0
1,44,1,0,-1.0,0,0,2
0,48,1,2,-66.0,1,1,32
1,19,0,3,22.0,1,0,0
1,23,0,2,-1.0,0,1,45
1,24,0,3,0.0,1,0,-1
1,50,1,2,0.0,1,1,1
1,31,0,0,0.0,0,1,21
0,28,1,0,-1.0,1,0,0
1,42,1,0,-1.0,1,1,1
1,21,0,0,0.0,0,0,97
1,21,1,0,0.0,1,0,0
1,24,0,0,-1.0,0,0,1
1,31,1,3,-1.0,1,0,1
1,23,0,0,0.0,0,1,2
1,27,1,0,0.0,1,0,0
1,32,0,0,0.0,0,1,0
1,75,1,1,-35.0,1,0,30
1,28,0,7,-1.0,1,0,77
1,67,1,0,-1.0,0,1,1
0,32,0,11,0.0,1,1,0
1,44,0,7,0.0,1,1,1
1,25,0,1,-24.0,1,0,0
0,30,0,15,0.0,0,0,1
1,28,1,9,-1.0,0,1,0
1,27,0,0,0.0,1,0,3
1,36,0,4,-215.0,1,1,-1
1,36,0,8,-1.0,0,1,1
0,25,1,0,0.0,0,1,2
1,31,1,5,-1.0,1,0,1
1,30,1,0,0.0,0,0,0
1,33,0,4,-9.0,1,1,7
1,38,0,0,0.0,0,1,0
1,26,0,1,0.0,0,0,0
1,52,0,5,-1.0,1,0,6
0,22,1,2,-1.0,0,0,2
1,50,1,0,-1.0,1,1,0
1,37,0,4,135.0,1,1,0
1,58,1,1,-1.0,1,0,0
1,34,1,3,-1.0,0,0,1
1,32,1,1,0.0,1,0,0
1,29,0,0,-1.0,0,0,1
1,27,0,0,0.0,0,1,0
1,39,1,5,-21.0,1,1,18
1,24,0,0,-1.0,1,1,1
1,38,0,8,-1.0,0,1,1
1,52,1,7,-23.0,1,1,0
1,56,0,3,-27.0,0,0,1
1,46,1,7,0.0,1,0,36
1,38,1,5,-11.0,1,0,3
1,47,1,3,0.0,0,1,63
1,32,1,0,-7.0,1,1,0
1,34,0,27,-1.0,0,1,0
1,42,0,5,-1.0,1,1,2
0,35,0,0,-1.0,0,0,2
1,20,1,0,-1.0,1,0,6
0,32,1,2,-1.0,1,0,32
1,21,1,0,-1.0,0,1,0
1,24,0,0,0.0,0,0,1
1,24,0,1,-1.0,0,0,123
1,55,0,2,-32.0,1,1,27
1,26,0,0,-1.0,0,0,0
1,52,1,8,0.0,1,1,39
1,27,0,1,-1.0,0,1,2
0,27,1,0,0.0,0,1,0
1,56,1,0,-1.0,1,1,1
1,52,1,16,-4.0,1,0,11
1,37,0,3,-1.0,1,0,1
1,45,0,0,-6.0,0,1,0
1,23,0,1,-39.0,0,1,39
0,36,1,3,-27.0,1,0,27
0,29,0,0,-3.0,1,1,0
1,21,0,0,-5.0,1,1,0
1,20,0,3,-1.0,0,0,1
1,27,0,11,-1.0,1,1,4
1,28,0,11,0.0,1,0,0
1,38,0,4,-1.0,0,1,0
1,30,0,0,-1.0,1,1,0
0,19,0,1,-1.0,1,0,434
0,37,1,1,-1.0,1,1,1
1,34,0,0,-1.0,0,0,2
1,37,1,7,-1.0,1,0,69
1,21,0,1,-1.0,1,1,1
1,21,0,0,-1.0,1,0,7
0,38,1,3,-1.0,1,1,0
1,47,0,1,0.0,0,1,1
1,56,1,3,-1.0,1,1,191
1,27,0,2,-1.0,1,0,246
1,23,0,0,-1.0,0,1,1
1,57,1,0,-2.0,1,1,2
1,25,0,9,-17.0,1,1,12
0,23,0,2,16.0,1,0,116
1,32,0,8,0.0,1,0,2
0,36,0,2,-2.0,0,1,0
1,41,0,5,-1.0,0,1,0
1,31,0,2,-69.0,1,1,49
0,39,0,0,-1.0,1,1,1
1,21,0,1,-1.0,1,0,1
1,43,1,8,35.0,1,0,61
1,31,0,2,-1.0,0,1,2
1,37,1,0,-2.0,0,1,0
1,27,0,0,-1.0,1,1,1
1,22,0,2,-22.0,1,0,16
1,59,1,2,-19.0,1,1,18
0,33,0,0,-1.0,1,0,29
1,39,1,21,-216.0,1,1,194
0,43,0,2,-1.0,1,1,2
1,25,1,5,-1.0,1,0,101
1,36,0,19,90.0,0,0,83
1,23,0,3,-1.0,1,0,3
0,43,1,3,9.0,0,0,1
1,56,1,9,-24.0,0,0,19
0,20,0,1,-1.0,1,0,3
1,50,0,2,-28.0,0,0,0
1,24,0,2,-49.0,0,0,2
0,54,1,1,-4.0,0,1,3
1,20,0,1,-1.0,1,0,1
1,36,0,3,-1.0,0,0,45
0,36,0,3,0.0,1,0,0
1,56,0,0,-1.0,0,1,1
1,25,0,28,-55.0,0,0,0
1,25,0,2,-1.0,1,1,1
0,42,1,1,-1.0,1,0,21
1,48,0,4,-1.0,1,1,1
1,34,0,21,-1.0,0,0,5
1,28,1,0,-1.0,1,1,0
1,32,1,1,-1.0,1,1,1
0,31,1,2,-1.0,1,1,1
0,24,0,4,-1.0,1,0,5
0,25,1,0,0.0,1,0,0
0,32,1,4,-1.0,1,1,0
1,37,0,20,0.0,1,0,35
1,24,0,1,-1.0,1,0,1
1,48,0,0,0.0,0,1,1
1,25,0,9,43.0,1,0,49
1,35,0,1,0.0,1,1,0
1,21,0,1,-1.0,1,0,1
0,21,0,0,-1.0,1,0,33
0,27,1,0,-1.0,1,0,2
1,22,0,0,-1.0,1,1,1
1,28,0,4,0.0,1,1,0
1,26,0,0,-1.0,0,1,1
1,23,0,0,-1.0,0,0,0
1,34,1,0,-1.0,1,1,0
1,22,0,3,-1.0,1,1,33
1,30,0,5,-1.0,1,0,62
1,44,1,5,0.0,1,1,6
1,57,1,1,-1.0,1,1,17
1,22,0,0,-1.0,1,0,5
1,24,0,7,-1.0,1,0,68
1,20,1,0,-1.0,1,1,0
1,35,1,2,-50.0,1,1,1
1,53,0,1,-8.0,0,0,2
1,60,0,13,-13.0,1,1,0
0,22,0,2,-1.0,1,1,1
1,43,0,0,-1.0,0,1,0
1,72,1,7,-1.0,1,1,-1
1,33,0,3,-1.0,1,0,3
1,24,0,1,-1.0,1,0,0
1,60,0,0,-1.0,1,1,218
1,24,1,3,-1.0,1,0,7
1,30,0,1,-5.0,0,1,2
0,43,1,0,-1.0,0,1,29
1,48,0,1,-8.0,0,1,5
1,54,0,0,0.0,0,1,-1
1,45,0,1,-1.0,0,1,2
1,36,0,0,-1.0,1,1,3
1,31,1,1,0.0,0,1,-1
1,40,0,0,-1.0,0,1,2
1,50,1,1,-4.0,1,1,1
0,26,0,1,-24.0,0,1,0
1,41,0,7,0.0,1,1,0
1,34,1,5,-1.0,1,0,0
0,28,1,0,-1.0,1,1,2
1,30,0,1,-48.0,1,1,47
1,23,1,2,0.0,1,0,0
0,37,0,0,-2.0,0,0,1
1,35,0,5,-1.0,0,1,0
1,21,1,1,-1.0,1,0,48
1,45,0,1,-70.0,1,1,62
0,22,0,2,-1.0,0,0,34
1,29,0,6,-1.0,1,0,35
0,30,0,0,-2.0,0,1,0
1,45,1,3,-1.0,0,0,92
0,24,0,2,-1.0,1,1,1
1,31,1,4,0.0,1,0,29
1,56,1,0,-1.0,0,1,0
0,44,0,4,-85.0,1,0,-1
1,24,0,14,-1.0,1,0,180
1,38,0,11,-1.0,1,1,18
1,51,0,22,-1.0,1,0,34
1,22,1,0,-1.0,1,1,0
1,28,0,5,-1.0,0,1,1
1,47,0,19,-1.0,1,0,212
1,51,0,0,-1.0,0,0,30
1,25,1,1,0.0,0,1,42
1,53,0,1,-1.0,1,1,1
1,30,0,0,-1.0,1,1,2
1,33,1,0,0.0,1,0,0
1,35,0,5,-1.0,1,0,225
0,33,0,0,-1.0,1,1,1
1,59,0,1,-25.0,0,1,0
0,33,1,1,-1.0,1,1,84
1,27,0,2,-1.0,1,0,132
0,29,0,9,-1.0,1,0,14
1,26,0,11,64.0,1,0,241
1,24,0,3,-1.0,1,0,44
1,43,0,5,-1.0,1,1,0
1,37,0,11,-1.0,0,0,0
1,53,0,13,-1.0,1,1,91
1,43,0,4,-39.0,1,1,38
1,26,0,4,0.0,1,0,0
0,30,1,1,-27.0,0,1,0
1,27,0,6,0.0,1,0,1
1,39,1,9,-1.0,1,0,1
1,37,1,4,0.0,0,0,0
1,22,1,3,0.0,0,0,10
1,25,1,0,-1.0,1,1,2
1,26,0,1,0.0,1,1,0
0,28,1,0,-2.0,0,1,0
1,25,0,0,-1.0,0,0,1
1,58,1,1,-1.0,1,1,3
0,29,1,1,-2.0,0,0,2
1,33,0,8,0.0,1,1,2
1,38,0,0,-1.0,1,1,1
1,38,1,2,-21.0,1,1,19
1,59,0,22,-1.0,1,0,69
1,29,0,4,-1.0,0,0,0
1,53,1,0,-1.0,0,0,3
1,33,0,2,-1.0,1,0,0
1,58,1,1,-1.0,0,1,0
1,25,0,11,126.0,1,0,321
1,53,1,2,-1.0,1,1,40
1,32,1,0,-1.0,0,0,17
1,35,0,6,-1.0,1,0,10
1,39,1,1,-1.0,1,1,1
1,36,0,1,-14.0,0,1,14
0,42,1,5,-1.0,0,0,6
1,37,0,0,-1.0,0,1,0
1,39,1,0,-1.0,1,1,3
0,52,1,3,-25.0,0,1,0
1,60,0,1,-1.0,0,1,1
1,37,0,2,-1.0,0,1,0
1,42,1,4,-1.0,1,0,17
1,23,0,6,0.0,1,0,1
0,42,0,0,-1.0,0,0,0
0,28,1,2,-36.0,1,1,35
1,28,0,5,0.0,1,1,0
1,38,1,12,-1.0,1,1,0
0,43,0,2,-1.0,1,0,1
1,42,0,0,-1.0,1,1,0
0,25,1,0,-1.0,0,1,0
1,32,0,7,0.0,1,0,37
1,21,0,0,0.0,1,0,0
0,35,1,1,-30.0,0,1,28
1,37,1,0,-1.0,1,1,126
0,33,0,2,0.0,1,1,0
0,51,1,4,-11.0,1,1,8
1,39,1,3,-1.0,1,1,2
1,35,0,5,-1.0,0,0,2
1,40,0,3,-1.0,1,1,13
1,32,0,17,0.0,1,0,0
1,18,1,4,85.0,1,0,1
1,32,1,3,0.0,1,0,-1
1,37,0,0,-1.0,0,1,0
1,32,0,10,-1.0,1,0,0
1,47,1,5,0.0,0,0,0
0,23,1,0,-1.0,0,1,0
1,63,1,10,0.0,1,0,2
1,38,0,16,-1.0,1,0,241
1,32,0,6,-1.0,0,0,2
1,31,0,4,-1.0,1,0,24
1,23,0,0,0.0,1,1,1
1,38,0,1,-1.0,0,1,126
0,47,1,0,-3.0,0,1,0
1,33,1,1,-1.0,1,0,10
1,22,1,1,-11.0,1,1,8
1,26,1,1,318.0,0,1,7
1,40,1,0,-1.0,0,0,0
1,36,0,14,-1.0,1,0,173
0,65,1,0,0.0,0,1,1
1,44,1,4,-231.0,0,0,1
0,22,0,0,-1.0,0,1,1
1,34,0,0,0.0,0,1,0
0,38,0,0,-1.0,1,1,0
0,26,1,4,-2.0,1,0,0
1,20,0,0,-1.0,0,0,23
1,49,0,0,-3.0,1,1,0
1,56,0,7,-167.0,1,1,49
1,52,1,2,0.0,1,0,4
1,25,0,2,-1.0,0,0,0
1,34,0,5,-1.0,1,1,4
1,33,0,1,-1.0,0,0,1
1,21,0,1,-1.0,1,1,0
1,46,0,9,-1.0,1,1,5
1,22,0,2,250.0,0,0,78
1,57,1,1,-1.0,0,1,1
1,22,0,2,0.0,1,0,0
0,48,1,1,-1.0,0,0,1
1,40,0,21,-1.0,1,1,29
0,30,0,1,-1.0,1,1,0
1,21,1,4,-1.0,0,0,33
0,39,0,22,-1.0,1,0,3
1,27,1,13,-175.0,1,0,70
0,33,1,0,-1.0,0,0,1
1,24,0,0,0.0,1,1,-1
1,43,0,0,-1.0,1,0,1
0,45,1,0,0.0,0,1,1
1,51,0,3,-18.0,1,1,2
0,35,0,2,-95.0,1,0,31
1,31,0,9,-1.0,0,0,0
1,27,1,0,-1.0,0,1,1
1,32,0,1,-1.0,1,1,0
1,49,1,0,-3.0,0,1,0
1,29,0,2,-1.0,1,1,27
1,23,0,2,-1.0,1,0,1
1,30,0,6,-1.0,0,1,0
1,55,0,12,-69.0,1,0,69
1,30,1,0,0.0,0,1,56
1,34,0,13,-1.0,1,0,0
1,56,1,2,-39.0,1,1,1
1,33,0,4,0.0,1,1,-1
1,28,0,1,-1.0,0,1,1
1,29,0,1,-1.0,1,1,40
1,38,1,0,-1.0,0,1,0
1,37,1,0,-1.0,1,1,0
0,33,1,0,-1.0,0,0,0
1,30,0,0,0.0,1,1,0
1,51,0,19,-1.0,1,1,13
1,65,0,7,-1.0,0,1,0
0,32,0,1,-1.0,0,1,0
1,38,1,5,-2.0,1,0,0
1,35,0,1,-1.0,1,1,0
1,57,1,1,-26.0,1,1,0
1,26,1,1,0.0,1,1,-1
0,23,0,7,-228.0,0,0,1
0,36,0,4,-1.0,0,0,1
0,33,0,2,-10.0,1,0,9
1,35,1,3,-1.0,1,0,1
1,33,0,0,-1.0,1,1,0
1,47,1,0,0.0,0,1,1
0,53,0,0,-1.0,0,1,0
1,35,1,1,-15.0,0,0,4
0,36,0,1,-1.0,1,0,0
0,25,1,0,-1.0,0,1,0
1,52,0,10,0.0,1,1,149
1,23,0,3,249.0,0,0,276
1,34,0,7,-245.0,0,1,7
1,51,1,6,0.0,1,0,2
1,24,0,8,-1.0,1,0,214
1,32,1,0,-1.0,1,0,0
1,43,0,8,-1.0,1,0,348
1,45,0,20,-1.0,0,1,46
1,42,0,10,-1.0,0,0,0
1,22,0,1,-1.0,1,0,6
1,49,0,4,-26.0,1,1,1
1,42,0,0,-3.0,1,0,33
1,40,1,0,-1.0,0,0,29
1,25,0,2,-1.0,1,0,0
1,25,1,0,-1.0,0,0,2
1,23,0,0,-1.0,1,1,2
1,21,1,2,-1.0,1,0,1
1,31,1,3,0.0,0,1,0
0,28,0,0,0.0,0,1,0
1,24,0,11,-1.0,1,0,51
1,45,1,0,0.0,1,1,37
1,23,0,2,-1.0,0,0,1
1,39,0,7,0.0,1,0,0
1,25,1,2,-63.0,1,1,42
1,24,0,1,-1.0,1,1,0
1,46,1,1,-1.0,1,1,1
1,47,1,3,-1.0,1,1,2
1,54,1,2,66.0,0,0,-1
1,22,0,1,-1.0,0,0,0
0,34,1,0,-2.0,0,1,1
1,33,1,0,0.0,0,0,0
1,29,0,16,-1.0,1,0,0
1,34,0,3,-6.0,0,1,5
1,32,0,1,-115.0,1,1,0
1,29,0,0,0.0,0,1,0
0,25,1,2,-1.0,0,0,0
1,34,1,16,-1.0,1,0,1
0,55,0,1,-1.0,1,1,0
1,27,0,0,-1.0,1,0,0
1,26,0,0,-1.0,0,1,1
1,39,0,19,-1.0,1,0,179
1,24,0,1,0.0,1,1,0
1,29,1,0,0.0,0,1,0
0,31,1,3,468.0,1,0,1
1,50,0,13,0.0,1,0,242
1,25,0,2,-1.0,1,0,0
1,31,0,4,-12.0,1,0,2
1,31,0,0,-1.0,0,1,0
1,26,1,2,-1.0,1,1,0
1,54,1,2,0.0,1,1,97
1,33,0,14,-1.0,1,0,0
1,22,0,0,-1.0,0,0,0
1,35,0,8,0.0,1,1,239
0,30,0,4,-27.0,1,0,1
1,25,0,0,-1.0,1,1,0
1,25,0,0,0.0,1,1,0
1,44,0,0,-1.0,1,0,0
0,29,1,2,-1.0,1,0,8
1,46,1,2,-23.0,1,0,2
1,53,1,0,0.0,0,1,4
1,24,0,2,-1.0,1,0,1
0,52,0,2,-1.0,1,0,1
1,27,0,0,-1.0,0,0,0
1,41,1,0,-1.0,1,1,1
0,21,0,0,-2.0,1,0,0
1,24,1,1,0.0,1,1,0
1,38,1,8,-32.0,1,1,0
1,23,1,0,-1.0,0,1,0
1,42,0,0,-1.0,1,1,1
1,32,1,4,-47.0,1,1,5
1,24,0,3,597.0,0,0,0
1,24,0,5,-1.0,1,0,1
1,26,0,4,-1.0,1,0,0
1,50,1,9,-1.0,1,0,424
0,32,0,3,-1.0,0,1,1
1,40,0,13,-1.0,1,1,1
1,25,1,1,-81.0,0,0,0
1,42,0,1,-118.0,1,1,118
1,27,0,2,0.0,1,1,0
1,23,1,0,-1.0,1,0,0
1,37,0,22,-1.0,0,0,1
1,32,0,1,-1.0,0,0,3
1,38,0,2,43.0,0,0,6
1,52,1,4,-1.0,0,0,1
1,29,1,2,-1.0,1,1,3
